Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-07,Illegal constructions in Delhi could get sealed,timeline,judiciary,1,2,3,2,colour,yes,no
Dec-07,Low-cal diet can reverse type-2 diabetes,jumbo figures,health,1,1,1,2,colour,no,no
Dec-07,India equal 9-series win record,"table, colour",sports,1,1,2,2.5,colour,yes,no
Dec-07,Shahdara murders: 'It was the guard',"map, process",crime,2,"1, 2",3.5,6,colour,yes,yes
Dec-07,"2 cops suspended as businessman dies at police station, crime branch to probe case",process,crime,2,2,2,1.5,colour,yes,no
Dec-07,7 of 10 drivers in NCR don't wear seat belt: study,list,transport,5,2,1,2,colour,yes,no
Dec-07,Air quality in Delhi-NCR,"colour, bar chart",environment,7,2,3,2,colour,no,no
Dec-07,webpoll,pie chart,public opinion,8,3,2,1.7,colour,no,no
Dec-07,Gujarat polls first big test for Rahul as Congress Chief,"colour, bar chart, stacked bar chart",politics,10,"1, 2",3,6,colour,no,no
Dec-07,Health indices show Gujarat Model in poor shape,"stacked bar chart, table, colour",development,10,"3, 4",3,6,colour,yes,no
Dec-07,"PM says Govt works for poor, not Ambani, Adani","timeline, map",politics,11,2,2,4,colour,no,no
Dec-07,Education a casuality in Maoist territory,"table, bar chart",education,19,1,2,2,colour,yes,no
Dec-07,Global concerns mount over Trump's move on Jerusalem,map,foreign affairs,20,1,0.75,1,colour,yes,no
Dec-07,Reserve bank links MDR charges to merchant revenue,table,economic,23,1,1,3,colour,no,no
Dec-07,IPL: Decks cleared for Dhoni's CSK return,"list, table, stacked bar chart",sports,26,"1, 2",4,4,colour,yes,no
Dec-07,"SL survive Kotla, India win series 1-0",table,sports,26,4,1,4,b&w,yes,no
Dec-07,Virat bags another record,table,sports,26,"3, 4",2,4,colour,yes,no
Dec-07,Bayern serves PSG a reminder,table,sports,27,"1, 2",4,1,colour,yes,no
Dec-07,"Australia thrash Spain with classy show, enter semi-finals",list,sports,28,"1, 2",2,2,colour,no,no
Dec-07,Delhi favourites against MP in Ranji quarter-finals,list,sports,28,1,1,1,colour,no,no
Dec-07,Australia have one hand on urn,table,sports,30,1,1,4,colour,yes,no
Dec-07,Russia's doping scandal,process,sports,30,4,3,4,colour,no,yes
Dec-07,Oasis by the Metro,"map, icons",lifestyle,ii,"2, 4",1,1.5,colour,yes,no
Dec-07,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,3,1.5,colour,no,no
Dec-08,"Dense fog unlikely till Dec 17, situation may worsen in Jan",jumbo figures,transport,1,1,0.5,0.5,colour,yes,no
Dec-08,Delhi Jal Board Grievance redressal camps,table,campaign,4,"3, 4",6,3,colour,yes,yes
Dec-08,Cash-strapped east civic body proposes cess on property tax,"bar chart, list",economic,5,"1, 2",3.5,4,colour,no,no
Dec-08,Air quality in Delhi-NCR,"colour, bar chart",environment,6,1,3,2,colour,no,no
Dec-08,"Alwar, Tonk lead the charge","bar chart, jumbo figures",crime,10,"2, 4",1.5,3,colour,no,no
Dec-08,webpoll,pie chart,public opinion,10,3,2,1.7,colour,no,no
Dec-08,Polavaram blues rock NDA boat,"map, bubble chart, jumbo figures",development,11,1,3,3,colour,yes,no
Dec-08,Battle for Gujarat: first phase in numbers,"map, jumbo figures, ring chart, pie chart, bar chart, bubble chart",politics,12,"1, 2",5,3,colour,yes,no
Dec-08,Bellwether seats' set tone for the rest of the state,"map, colour, table",politics,12,"2, 3",1.5,6,colour,no,no
Dec-08,Calendar for GST return filing,table,economic,13,4,4,4,colour,no,no
Dec-08,Dongria Kondh girls are breaking barriers,"jumbo figures, map",education,17,1,2,2,colour,yes,no
Dec-08,BCCI moots player-friendly calendar to reduce workload,jumbo figures,sports,25,4,1,1,colour,no,no
Dec-08,Indians on top in Adelaide,"table, bar chart",sports,25,4,2,4.5,colour,no,no
Dec-08,Ronaldo record in real win,table,sports,27,1,1,7.5,colour,yes,no
Dec-08,Fever ka thappa,list,entertainment,44,1,2,2,colour,yes,no
Dec-08,Folly at the top,"icons, map",lifestyle,ii,4,1,1.5,colour,yes,no
Dec-08,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,3.5,1.5,colour,no,no
Dec-09,Fake Board gave affiliation to 300 schools,"list, bar chart",education,2,1,4,5,colour,yes,no
Dec-09,"South body may hike property tax, aims to up revenue by Rs. 100 crore","bar chart, pie chart, list",economics,4,"1, 2",5,4,colour,yes,no
Dec-09,BJP vows to keep focus on growth,"icons, list",politics,12,"1, 2",3,3,colour,yes,no
Dec-09,"Sensex, Nifty rally nearly 1% ahead of Gujarat polls",line chart,sensex,21,1,2,3,colour,no,no
Dec-09,Undefeated Aussies,list,sports,23,1,2,7,colour,yes,no
Dec-09,"Numbers don't lie, Rohit edges out Virat in '17","table, bar chart",sports,23,4,2,3,colour,yes,no
Dec-09,I'm the best in history: Ronaldo,"list, jumbo figures",sports,25,2,4,2.5,colour,yes,no
Dec-09,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,3.5,1.5,colour,no,no
Dec-10,He expressed remorse for his crime,"map, process",crime,2,"1, 2",5,5,colour,no,yes
Dec-10,Has the consumption of alcohol increased?,stacked bar chart,lifestyle,3,"1, 2",2,3,colour,no,no
Dec-10,Commencement of various development works in Mundka constituency,"list, table, jumbo figures",campaign,4,4,2.5,4,colour,yes,no
Dec-10,Air quality in Delhi-NCR,"colour, bar chart",environment,8,3,3,2,colour,no,no
Dec-10,webpoll,pie chart,public opinion,10,3,2,1.7,colour,no,no
Dec-10,Battle for Gujarat: district wise turnout,"jumbo figures, stacked bar chart",politics,11,"1, 2",8,1.5,colour,no,no
Dec-10,Modi flays 'personal attacks by Congress',"map, timeline, colour",politics,11,2,2,2,colour,yes,no
Dec-10,Fighting cancer by living right,"jumbo figures, bar chart, visual depiction of numbers",health,21,"2, 3",1.5,8,colour,no,yes
Dec-10,United look to halt City in derby,ring chart,sports,26,"1, 2",2,1,colour,yes,no
Dec-10,Chelsea no longer intitle race: Conte,table,sports,26,1,1,1,colour,yes,no
Dec-10,Dip in Delhi's bad air days,"area chart, colour",environment,i,"2, 3",2.5,4,colour,yes,no
Dec-11,Lankans rain on India's parade to No. 1,jumbo figures,sports,1,1,1,2,colour,yes,no
Dec-11,"Delhi-air worsens, rain likely tonight",bar chart,environment,1,1,2,1,colour,no,no
Dec-11,Plan to renovate Jama Masjid fuels hope,map,development,3,"1, 2",7,7.5,colour,no,no
Dec-11,Govt report shows only a handful use toilets,jumbo figures,development,4,2,2,2,colour,yes,no
Dec-11,Air quality in Delhi-NCR,"colour, bar chart",environment,4,4,3,2,colour,no,no
Dec-11,Asean-India Connectivity Summit,icons,development,7,3,3,3,colour,no,no
Dec-11,webpoll,pie chart,public opinion,8,3,2,1.7,colour,no,no
Dec-11,Voter turnout plunges in Patidar-dominated areas,"bar chart, map, colour",politics,9,2,3,4,colour,no,no
Dec-11,"Will defeat the BJP, without insulting Modi","map, timeline, colour",politics,9,1,2,2,colour,no,no
Dec-11,Scepticism shrouds country's TB target,"jumbo figures, ring chart",health,13,1,2,3,colour,yes,no
Dec-11,Indian firms see economy recovering in Q3: CII survey,"line chart, bar chart",economic,15,1,3,3,colour,no,no
Dec-11,India freeze against Lanka pace,"bar chart, table, list, jumbo figures",sports,16,"1, 4",2,4,colour,yes,no
Dec-11,India defeat Germany to finish third,"jumbo figures, table",sports,17,2,1,3,colour,yes,no
Dec-11,No shark down the lawyer's lane,"map, icons",lifestyle,ii,4,1,2,colour,yes,no
Dec-11,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,3,1.5,colour,no,no
Dec-12,1 in 3 pregnancies in India ends in abortion,"jumbo figures, ring chart",health,1,4,1,2.5,colour,no,no
Dec-12,"Delhi businessman abducted for 5 crores, rescued within 30 hours",map,crime,2,1,1,1,colour,yes,no
Dec-12,Air quality in Delhi-NCR,"colour, bar chart",environment,7,2,3,2,colour,no,no
Dec-12,webpoll,pie chart,public opinion,8,3,2,1.7,colour,no,no
Dec-12,Modi-Rahul war of words over Ambani and Adani,"map, colour, timeline",politics,9,4,2,2.5,colour,no,no
Dec-12,Country's rich marine wealth,"pie chart, jumbo figures, map",environment,15,1,1.5,7,colour,yes,yes
Dec-12,ReNewPower may buy Ostro Energy for Rs.10K cr,table,development,17,2,2,2,colour,yes,no
Dec-12,Passenger vehicle sales pick up in Novemeber,"table, bar chart",transport,17,1,2,3,colour,no,no
Dec-12,Defiant knock shows Dhoni still Pillar of Team India,"table, bar chart",sports,23,"1, 2",3,2.5,colour,yes,no
Dec-12,"Shubahankar wins Joburg open, wins British Open card",jumbo figures,sports,24,1,1,0.5,colour,yes,no
Dec-12,Taylor hits record ton as WI chase mammoth total,"table, bar chart",sports,24,3,2,1,colour,yes,no
Dec-12,Derby ends in tunnel fracas,"ring chart, icons, bar chart, table",sports,25,"1, 2",3,6,colour,yes,no
Dec-12,India's health spending,"stacked bar chart, pie chart, jumbo figures",health,i,"2, 3",2.5,5,colour,yes,no
Dec-12,Butter coffee at Chitli Qabar,"map, icons",lifestyle,ii,4,2,1,colour,yes,no
Dec-12,ht weather,"icons, map, jumbo figures, colour",weather,ii,4,3,1.5,colour,no,no
Dec-13,"Retail inflation at 15 month-high, industrial output growth slows",area chart,economic,1,1,2,2,colour,no,no
Dec-13,Delhi police self-defense campaign,table,campaign,2,3,4,3,colour,yes,no
Dec-13,"35% dip in DTC ridership, new buses needed: Study","bar chart, jumbo figures",transport,3,2,1.5,2,colour,yes,no
Dec-13,Air quality in Delhi-NCR,"colour, bar chart",environment,6,1,3,2,colour,no,no
Dec-13,Special courts to hear cases against netas,jumbo figures,judiciary,8,2,1,2,colour,no,no
Dec-13,webpoll,pie chart,public opinion,8,3,2,1.7,colour,no,no
Dec-13,Battle for Gujarat: Second phase in numbers,"jumbo figures, ring chart, pie chart, bar chart, map, bubble chart",politics,10,"1, 2",5.5,3,colour,yes,no
Dec-13,Is the State's rural discontent real and can it hurt the BJP?,"Stacked bar chart, line chart, colour",politics,10,"1, 2",2,8,colour,yes,no
Dec-13,"Ignorance, pesticides form a fatal alliance",jumbo figures,accidents,15,1,1.5,1,colour,yes,no
Dec-13,Golden Globe nominees,"list, visual depiction of numbers",entertainment,17,1,2,8,colour,yes,no
Dec-13,BCCI flexes muscle vs ICC with 'Big 4' strategy,"jumbo figures, table",sports,22,1,1,3,colour,yes,no
