Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-17,All the pressure's on indian team,jumbo figures,sports,25,"1, 2",4.7,1.5,colour,yes,no
Dec-17,Delhi have task cut out against strong bengal,table,sports,25,3,2,1.3,colour,yes,no
Dec-17,karnataka look to end Vidharbha's fairytale run,table,sports,25,4,2,1.5,colour,yes,no
Dec-17,Highest averages,"bubble chart, table, jumbo figures",sports,25,4,3,4,colour,yes ,no
Dec-17,Join the Indian air force,table,lifestyle,27,"1, 2",5,1.2,colour,yes,no
Dec-18,4-fold rise in green solution to burning paddy stubble,"bubble chart, table",environment,1,"1, 2",3,2,colour,yes,no
Dec-18,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-18,New riverfront in 4 phases,"map, icons, jumbo figures",development,2,"1,2",4,6.5,colour,no,no
Dec-18,How a teen pickpocket led cops to gang selling thinners,"jumbo figues, list, ring chart",crime,5,2,3,3,colour,yes,no
Dec-18,"How this tech is a win win for farmers, environment","jumbo figures, bar chart",technology,7,2,1,2.2,colour ,yes,no
Dec-18,In a twist IIT madras beats IIT-B in placements this year,table,education,8,2,1,2.1,colour,no,no
Dec-18,Some HC take avg of 4 years per case,bar chart,judiciary,10,1,2,2.2,colour,no,no
Dec-18,Give non-substansive work to officers to save time of judges,bar chart,administration,10,4,2,2.5,colour,no,no
Dec-18,Serial downloads driving memory size,bar chart,technology,11,2,1,1.4,colour,no ,no
Dec-18,Participating in movement againts profiteering,process,campaign,11,"3, 4",2,4,colour,yes,no
Dec-18,IS attackers kill 9 in pre-Xmas strike on a church in Quetta,timeline,crime,20,2,3,1.5,colour,yes,no
Dec-18,Costliest home? Another baubble for Saudi prince,list,lifestyle,20,3,1,2,colour,yes,no
Dec-18,Indian mkts get $30bns foreign inflows in 2017,bar chart,economic,21,3,1,1.5,colour,no,no
Dec-18,Best funds to buy,"tables, jumbo figures",economic,22,"1, 2",8,1.2,colour,no,no
Dec-18,Build a fail safe portfolio,table,economic,22,2,3,3,colour,yes,no
Dec-18,Don't get taken for a ride by IPOs,line chart,economic,22,3,3,1.5,colour,no,no
Dec-18,A sunday evening stroll,"jumbo figures, table",sports,23,"3, 4",3,4,colour,yes,no
Dec-18,Vidarbha dancing to Mithun's tunes,jumbo figures,sports,23,"3, 4",0.5,0.7,colour,no,no
Dec-19,Election special 2017,"ring chart, jumbo figures, colour, icons",politics,1,"1, 2",8,1,colour,yes,no
Dec-19,"BJP hits 6, but stalls at 99 GUJ","map, table, list",politics,1,"1, 2",1,4,colour,yes,no
Dec-19,Seesaw day ends with photo finish at modasa,line chart,politics,1,3,1.2,1.5,colour,no,no
Dec-19,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-19,Xmas gift: botanical garden to kalkaji in less than 20 mins,"map, stacked bar chart",transport,2,"1, 2",4,3,colour,no,yes
Dec-19,Why HC is fuming: a 2km bridge that takes atmost an hour to cross,map,administration,2,4,2,1.8,colour,no,no
Dec-19,"Govt wants clinics at 350 schools, orders draft plans",jumbo figures,education,4,2,1,2,colour,yes,no
Dec-19,Citizen reporter,map,public opinion,4,1,4,9,colour,yes,no
Dec-19,Govt submit plan for combating air pollution under 3 categories,list,administration,5,2,3,4,colour,no,yes
Dec-19,How pollution hotspot fared,map,environment,5,3,2,3.6,colour,no,yes
Dec-19,Saffron cover goes up from 35% to 75% in 5 yrs,"map, jumbo figures, bar chart, colour",politics,8,"1, 4",2,7.8,colour,no,no
Dec-19,Tops and flops,"jumbo figures, icons",politics,9,"1, 2",8,0.5,colour,yes,no
Dec-19,"Why BJP got more votes, but fewer seats","map, bar chart, ring chart, line chart, stacked bar chart, colour",politics,9,"1, 2, 4",4,10,colour,no,no
Dec-19,"First party, second party","stacked bar chart, line chart",politics,9,3,1.5,5,colour,no,no
Dec-19,Dance of democracy,"bubble chart, map, visual depiction of numbers, pie chart, colour",politics,10,"1, 2",8,2.2,colour,yes,no
Dec-19,30-month agitation with 9 month in jail,"list, timeline",politics,10,2,2,5,b&w,yes,no
Dec-19,BJP loses ground in Patidar belt but still wins more seats than Cong,"ring chart, stacked bar chart, colour, jumbo figures",politics,10,1,4,6,colour,no,yes
Dec-19,The Pakistan card,map,politics,11,1,1,2,colour,no,no
Dec-19,Hills roll away from congress,"ring chart, map, stacked bar chart, ring chart, map, colour",politics,11,"1, 2, 3",4,7.5,colour,no,no
Dec-19,Narrow win in gujarat to cost BJP 2 RS seats,"ring chart, table",politics,11,4,3,2.6,colour,no,no
Dec-19,The story in numbers,"jumbo figures, bar chart, pie chart, visual depiction of numbers, bubble chart",politics,12,"1, 2",8,2,colour,no,no
Dec-19,"Sensex seesaws 1,206 pts in tune with Guj poll results","area chart, bar chart, colour",sensex,21,2,2,3.8,colour,no,no
Dec-19,Top 3 car cos' share hits 74% in apr-oct,"table, ring chart",economic,21,1,2,2,colour,no,no
Dec-19,Fuelling india's success,table,sports,23,4,1.5,2,colour,no,no
Dec-19,Exceptional Australia claims series as Smith seeks a Whitewash,jumbo figures,sports,23,3,0.7,1.7,colour,no,no
Dec-19,Delhi batsman with 6000 runs in ranji trophy,table,sports,23,3,1.5,1.5,colour,yes,no
Dec-19,La Liga: how they stand,table,sports,25,2,1.3,1.3,colour,no,no
Dec-19,Brazil great kaka calls time on career,timeline,sports,25,1,1.3,1.3,b&w,yes,no
Dec-20,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-20,Human error derails driverless metro,process,accidents,2,"1, 2",4,4.4,colour,yes,no
Dec-20,What's holding up a new hospital block with 500 beds and 17 operation theatres,bubble chart,development,2,4,1,1,colour,yes,yes
Dec-20,5 worst traffic stretches,"bar chart, list",transport,2,3,1,3.7,colour,no,no
Dec-20,Nursery admissions: No upper-age limit this year,"timeline, list",education,4,2,4,4.5,colour ,yes ,no
Dec-20,5 years of green fight: NGT chief retires,list,environment,5,2,3,3,colour,yes,no
Dec-20,Winds adding afghan salt to delhi air,jumbo figures,environment,5,3,2,2,colour,no,no
Dec-20,Bank heist: Operation lasted almost 10 hrs,process,crime,5,1,3,4.2,colour,no,yes
Dec-20,Citizen reporter,maps,public opinion,6,1,4,9,colour,yes,no
Dec-20,Guj makeover: 2/3 cong MLAs are new faces,"table, stacked bar chart",politics,10,2,3,2.5,colour,yes ,no
Dec-20,Urban-rural skew in voting mirrors local body election results of 2015,"bar chart, icons, table",politics,10,"2, 3",1,3,colour ,no,no
Dec-20,Sparring on social media,list,politics,10,4,1,6.6,colour ,no,no
Dec-20,"Change mindset set up opens jails, advises SC","table, icons",administration,13,1,2,2.3,colour,no,no
Dec-20,"Interest on delayed I-T refunds cost CBDT  RS 58,000cr in 9 years",area chart,administration,13,2,2,2.3,colour,no,no
Dec-20,"As US snubs High-tech visas, Indians head to Canada",bar chart,foreign affairs,24,1,2,1.8,colour,no,no
Dec-20,Ola acquires Foodpanda's India unit in all stock deal,"table, bar chart",economic,25,2,2,1.5,colour,no,no
Dec-20,Credit card use jumps but plaints dip,stacked bar chart,economic,25,3,1,1.8,colour ,no,yes
Dec-20,"Sensex hits high of 33.8k on bjp win, global cues",area chart,sensex,26,1,1,1.8,colour,no,no
Dec-20,Chance for young guns to step up,"jumbo figures, icons",sports,27,"1, 2",3,2,colour,yes,no
Dec-20,The new Don? quirky smith rises to exalted heights,table,sports,27,4,2,4,colour ,yes,no
Dec-21,Cityweather,icons,weather,2,2,1,1.8,colour,no,no
Dec-21,Ryan murder: Why juvenile will be tried as adult,timeline,crime,2,"1, 2",3,3.4,colour,yes,no
Dec-21,Stats and the city,jumbo figures,administration,2,2,1,1.3,colour,no,no
Dec-21,Young mind adult crime,bar chart,crime,2,"1, 2, 3, 4",3,3.8,colour,yes,yes
Dec-21,Pollution watch,"bar chart, colour",environment,2,3,1,5.7,colour,no,no
Dec-21,"After 17 yrs, Ilyasi gets life sentence for wife's murder",list,crime,4,2,2,1.7,colour,yes,no
Dec-21,"A shot in the dark, Smog gun at Anand Vihar",area chart,technology,6,1,1.2,3,colour,yes,no
Dec-21,He paid with life for doing his job,"timeline, stacked bar chart",accidents,7,2,2,3.5,colour,no,no
Dec-21,How the 2G case unfolded,timeline,crime,10,"1, 2, 3, 4",5,7,colour,yes,no
Dec-21,"In a big win for trump, congress approves sweeping tax overhaul",jumbo figures,politics,22,"1, 2",1.5,0.8,colour,yes,no
Dec-21,Direct taxpayers base growth slows in Modi's first 2yrs,"area chart, bar chart, ring chart",politics,23,2,2,2,colour,no,no
Dec-21,Another win by spin,jumbo figures,sports,25,"1, 2, 3",2.5,2.5,colour,yes,no
Dec-21,Virat dislodges SRK as most valuable celebrity,jumbo figues,sports,25,3,2,2,colour,yes,no
Dec-21,Half of indians who file return pay zero income tax,"stacked bar chart, bar chart, visual depiction of numbers, pie chart, tree map",economic,4,1,4,8,colour,no,no
Dec-21,Citizen reporter,map,public opinion,4,4,4,9,colour,yes,no
Dec-22,No proof of scam: court. A scam of lies: congress,list,judiciary,1,2,3,2.9,colour,yes,no
Dec-22,"EPCA tells delhi, neighbours to prepare for emergency steps",list,environment,2,"1, 2",3,3.4,colour,yes,yes
Dec-22,"Wind getting faster, haze may go today","area chart, jumbo figures",environment,2,"3, 4",2.5,4,colour,no,no
Dec-22,5 worst traffic  stretches,"bar chart, list",transport,2,3,1,3.5,colour,no,no
Dec-22,Cityweather,weather,"icons, jumbo figures",4,2,1,1.7,colour,no,no
Dec-22,"Give us 2014 street vendors' law, say hawkers at Ramila Maidan protest",list,administration,4,4,1,2,colour,yes ,no
Dec-22,Govt schools try hard to reach finish line,"ring chart, jumbo figures",education,5,2,1,3,colour,yes ,no
Dec-22,Panchayats in north fail development test,table,administration,15,2,1,1.8,colour,no,no
Dec-22,I love you' is a bad password,"bar chart, list",technology,19,1,2.5,2,colour,yes,no
Dec-22,Adani acquires mumbai biz of debt-hit Rel energy for Rs19k cr,timeline,economic,21,2,1,1.8,colour,yes,no
Dec-22,Stock of 2g scam-linked cos rise on acquittal,bar chart,economic,21,1,1,1.5,colour,no,no
Dec-22,Vidharbha keep dream alive,jumbo figures,sports,23,1,2,3,colour,yes,no
Dec-22,Can listless lanka show some fight,"jumbo figures, icons",sports,23,"3, 4",3.5,3,colour,yes ,no
Dec-22,"City air backin 'severe' zone,1st time since nov","bar chart, colour",environment,1,2,1,1.9,colour,no,no
Dec-22,Citizen reporter,map,public opinion,2,1,4,9,colour,yes,no
Dec-22,The more the scarier: antibiotic is a serial killer,"jumbo figures, ring chart",health,2,4,2.5,1.8,colour,no,no
Dec-22,India high on antibiotic use,"map, jumbo figures, bubble chart, colour",health,2,4,4,5,colour,no,yes
Dec-23,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-23,Pollution fight won't wait for meetings,map,environment,2,2,2,3.8,colour,no,no
Dec-23,Precautions for your car,list,lifestyle,2,2,4,3,colour,yes,no
Dec-23,Worst 5 traffic stretches,"bar chart, list",transport,7,2,1,3.8,colour,no,no
Dec-23,What you can expect on this line,"map, jumbo figures, list",transport,7,"1, 2",5,7.3,colour,yes,no
Dec-23,"Zero loss theory back, CAG says read 2G book",table,technology,11,1,2,1.5,colour,no,no
Dec-23,Bitcoin plunges 30% in a single day,area chart,economic,24,3,2,2.3,colour,no,no
Dec-23,"Separatists win, Catalonia goes back to square one","stacked bar chart, list",foreign affairs,25,2,3,2.5,colour,yes,no
Dec-23,Absence of guarantees make it easy to default,"table, bar chart",economic,26,1,2,2,colour,no,no
Dec-23,Action heroes,table,technology,26,4,1.8,3,colour,yes,no
Dec-23,Batting blaster class,jumbo figures,sports,27,2,3.5,1.2,colour,yes,no
Dec-23,The elegant marauder is at it again,table,sports,27,"1, 4",0.5,9.2,colour,no,no
Dec-23,Highest total in completed T20 innings,table,sports,27,"1, 2",2.5,1.4,colour,yes,no
Dec-23,More than a match,jumbo figures,sports,29,"1, 2",4.5,1.5,colour,yes,no
Dec-23,India's safe drinking limit limit among the lowest in the world,"bar chart, colour, visual depiction numbers, bubble chart",health,4,1,4,6.3,colour,no,no
Dec-23,Citizen reporter,map,public opinion,4,4,4,9,colour,yes,no
Dec-24,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-24,"Fire breaks out at east delhi hospital; fireman, cops stop disaster in time",timeline,accidents,2,2,2,2.9,colour,yes,no
Dec-24,City air improves but not for long,map,environment,2,4,4,3.7,colour,no,yes
Dec-24,Precautions for your motorbike,list,lifestyle,2,3,4,3.5,colour,yes,yes
Dec-24,19% of indians drink water with lethal level of arsenic,"map, table, bar chart",health,8,2,2,4,colour,no,no
Dec-24,"Fodder scam nails lalu, RJD cries caste bias",timeline,politics,10,"1, 2",3,5.5,colour,yes,no
Dec-24,"India cements, 2cos helped  kalaignar TV pay back Rs 200cr",timeline,politics,11,1,2,3,colour,no,no
Dec-24,"Work stress could be reason for suicides in BSF, says study","ring chart, pie chart",lifestyle,12,3,1.2,2.5,colour,yes,no
Dec-24,Group insurance to cos priciest segment,"table, icons",economic,12,4,2,1.5,colour,no,no
Dec-24,How founders hold on to equity yet raise cash,"bar chart, line chart",economic,18,1,1,2.2,colour,yes,no
Dec-24,India added 1000 startups in 2017,"icons, bar chart, jumbo figures",development,18,"1, 3",2,8,colour,no,no
Dec-24,Deal of the week,jumbo figures,economic,18,4,2,3.5,colour,no,no
Dec-24,Incredible fact,jumbo figures,development,19,1,3,4,colour,no,yes
Dec-24,Internet saves 13th century frech castle,jumbo figures,entertainment,19,4,3,5,colour,yes,no
Dec-24,Philipines storm leaves 182 dead,jumbo figures,accidents,22,1,1,1,colour,yes,no
Dec-24,Mind the gap,"jumbo figures, ring chart, bar chart, table",sports,23,"1, 2",3,6,colour,yes,no
Dec-24,One for the road,jumbo figures,sports,26,2,1,7.5,colour,yes,no
Dec-24,Sharp hike in health insurance premium hits senior citizen,"icons, jumbo figures",economic,5,2,2,2.5,colour,no,no
Dec-24,Messi's barca the real deal,jumbo figures,sports,5,3,1,1.5,colour,yes,no
Dec-24,Discovery of the year neutron star fusion,"map, process",development,6,1,4,6.5,colour,no,yes
Dec-24,Citizen reporter,map,public opinion,6,4,4,9,colour,yes,no
Dec-25,Three googlies make india's crime statistics deceptive,bar chart,crime,1,2,2,2,colour,no,yes
Dec-25,"AC train to run till borivli in 1st week, services reduced","table, list",transport,2,"1, 4",1.7,7,colour,yes,no
Dec-25,Burden off shoulders? 88% of students carry 'lighter' bags,stacked bar chart,education,2,3,2,4,colour,no,yes
Dec-25,Close shave for 15 as dumper hits best bus,timeline,accidents,3,1,0.8,2.3,colour,yes,no
Dec-25,Resident drag builder to court for mortaging high rise land,timeline,judiciary,3,2,1,3.5,colour,yes,no
Dec-25,TISS to open world class schoolof economics at Deonar in 2019,list,education,3,3,1.3,2.2,colour,yes,no
Dec-25,Mumbai air quality slips to 'poor' level,"bar chart, table",environment,5,2,1,2,colour,no,no
Dec-25,"Missing cop: Duo says no to brainmapping, nacro tests",timeline,crime,5,3,2,1.7,colour,yes,no
Dec-25,19% of indians drink water with lethal level of arsenic,"table, bar chart, map",health,10,3,2,4,colour,no,yes
Dec-25,Five-star hotel brings more to menu,line chart,economic,15,1,2,1.8,colour,no,no
Dec-25,"Liquidity dips, interest rates set to rise",area chart,economic,15,2,2,1.8,colour,no,yes
Dec-25,State govts get 70 profiteering plaints,bar chart,administration,15,3,1,1,colour,no,no
Dec-25,Best funds to buy,"table, jumbo figures",economic,16,"1, 2",8,1.2,colour,no,no
Dec-25,The 7 year financial itch,"timeline, bar chart, pie chart",economic,16,2,2.7,6,colour,no,no
Dec-25,Merry christmas for india,"jumbo figures, table",sports,17,"1, 2",2.5,4.3,colour,yes,no
Dec-25,Virat the most improved captain: AB,list,sports,17,4,1,1.8,colour,yes,no
Dec-25,Mumbaikars have one more reason to 'just chill',"list, table, icons",transport,19,"3, 4",6,5.5,colour,yes,no
Dec-26,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-26,3-yr-old freed within 5hrs of abduction,process,crime,2,1,4,2,colour,no,yes
Dec-26,"delhi, noida cheer as santabrings a train","map, stacked bar chart, jumbo figures",transport,4,"1, 2",5,5.4,colour,no,no
Dec-26,Discoms seek to shiftpeak hours,table,administration,6,2,2,1.7,colour,no,no
Dec-26,selfie-obsessed what experts say,list,health,9,2,1,2,colour,no,yes
Dec-26,"fog hits visibility in city, air quality touches 'severe'","map, jumbo figures",environment,9,1,2,3.5,colour,no,yes
Dec-26,Rs 1 lakh investment in cardano returns double the yeild of bitcoin,"bubble chart, table, bar chart",economic,11,2,2,6,colour,no,no
Dec-26,1497 farmers suicides in Maha since loan sop,"stacked bar chart, bubble chart",accidents,12,1,2,2,colour,yes,no
Dec-26,only 3.6% of haryana land is notified forests,bubble chart,environment,12,3,2,1.6,colour,no,no
Dec-26,Slowdown restricts CEO entry into million-$ club,"stacked bar chart, bar chart, bubble chart",economic,17,1,3,4,colour,no,no
Dec-26,"you can easily subscribe, launch ransomeware attack",bubble chart,technology,17,4,1,1.2,colour,no,yes
Dec-26,mind over matter,jumbo figures,sports,19,2,1.7,3.2,colour,yes,no
Dec-26,City have no competition at the moment: Wes Brown,"table, jumbo figures",sports,21,1,1.2,5.8,colour,yes,no
Dec-26,From south delhi noida is now 19mins ride away,"jumbo figures, map",transport,3,2,3,1,colour,yes,no
Dec-26,Gene editing could soon combat malaria,"process, jumbo figures",health,4,2,4,6,colour,no,yes
Dec-26,Citizen reporter,map,public opinion,4,4,4,9,colour,yes,no
Dec-27,Cityweather,icons,weather,4,1,1,1.8,colour,no,no
Dec-27,water tariff hiked by 20% free quota left untouched,"table, bubble chart",lifestyle,4,"1, 2",3,3.7,colour,no,yes
Dec-27,prevention better than cure: NGT comes up with own graded  plan,list,environment,6,1,4,5,colour,yes ,no
Dec-27,5 worst  traffic stretches,"list, bar chart",transport,7,2,1,3.5,colour,no,no
Dec-27,nursery admissions start today,"timeline, table",education,7,"1, 2",3,6.5,colour,yes,yes
Dec-27,consumer plaint disposal drops as  case flow surges,bar chart,administration,11,1,2,1.7,colour,no,no
Dec-27,20-member team viru begins 2nd innings,list,politics,12,2,1,2.2,colour,yes,no
Dec-27,45% of mopup from 6 cesses unused,table,administration,19,2,2,2.5,colour,no,no
Dec-27,RCom exits wireless biz to cut debt ,bar chart,technology,23,2,1,1,colour,yes,no
Dec-27,india to be 5th largest eco in 2018:Report,"list, colour",economic,23,1,1,2.5,colour,no,no
Dec-27,GST collection slows to 5-mth low,"bar chart, colour",economic,23,2,1,1.5,colour,no,no
Dec-27,"Sensex tops 34k, nifty closes at record high","area chart, jumbo figures",sensex,23,4,1,2.2,colour,no,no
Dec-27,complaints against pvt banks grow at faster pace than PSBs,table,administration,24,1,2,1.8,colour,no,no
Dec-27,the fedal duet,"pie chart, jumbo figures, table",sports,26,"1, 3, 4",6.7,4,colour,yes,no
Dec-28,Cityweather,icons,weather,2,2,1,1.8,colour,no,no
Dec-28,"Green fight: NGT, EPCA don't see eye to eye",list,environment,2,"1, 2",3,3.5,colour,yes,no
Dec-28,Dashboards of polluting units part of central plan,list,environment,2,1,2,4.3,colour,yes,no
Dec-28,how cleaner air has lead to more very poor days,bar chart,environment,2,4,2,2,colour,no,no
Dec-28,schools risks action over 'unfair' criteria,"table, list",education,6,"1, 2",3,6.2,colour,no,yes
Dec-28,Modi 10mins late in reaching helipad due to wrong route,map,transport,8,1,2,3.3,colour,no,no
Dec-28,confessions to cops in '08 Malegaon case can no longer be used: Lawyers,"jumbo figures, timeline, list",judiciary,9,2,3,4.5,colour,yes,no
Dec-28,govt cuts interest on small saving plans,table,economic,9,1,2,2.7,colour,no,no
Dec-28,"In jharkhand village one 'starvation death', two tales",map,lifestyle,10,3,1.3,2.2,colour,no,no
Dec-28,Only four major nations have higher bad loans than india,bar chart,economic,19,2,2,2,colour,no,no
Dec-28,coastal units may get sops for creating 10k jobs,bar chart,development,19,"2, 3",1,1,colour, no,no
Dec-28,world wealthiest richer by $1tn in 2017,bar chart,economic,19,3,1,1.7,colour,no,no
Dec-28,Most CXO's goals skip gender diversity,ring chart,administration,19,3,2,1.9,colour,no,yes
Dec-28,for first time govt may beat divestment target,"area chart, table",economic,20,1,2,1.7,colour, no ,no
Dec-28,super shuttle service,jumbo figures,sports,22,1,4,1,colour,yes,yes
Dec-28,New year and new beginnings for PVS,jumbo figures,sports,22,1,1.2,1,colour,yes,no
Dec-28,they ruled twitter in 2017,"bar chart, list, bubble chart",entertainment,2,1,4,9,colour,yes,no
Dec-28,citizen reporter,map,public opinion,2,4,4,9,colour,yes,no
Dec-29,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-29,"metro set to add 120 km in 2018, will become world's 4th largest network","map, table, bar chart, colour",transport,2,"1, 2",5,5.5,colour,no,yes
Dec-29,Chandni chowk can't untie its knots,"map, jumbo figures, list",development,4,2,3,2.5,colour,yes,no
Dec-29,city braces for 'severe' days again as air quality worsens,map,environment,8,2,2,3.5,colour,no,yes
Dec-29,citizen reporter,map,public opinion,8,1,4,8.8,colour,yes,no
Dec-29,"drugs, consumables 30-50% of hosp bills, doc fees 10-20%",ring chart,health,11,2,3,2.2,colour,no,no
Dec-29,5 most mentioned indians on twitter in 2017,bubble chart,politics,15,2,3,3,colour,yes,no
Dec-29,CEOs in india get 229x avg worker's pay,"table, bar chart",economic,19,3,2,2.3,colour,no,no
Dec-29,Battle of the underdogs,"table, pie chart",sports,21,1,4,3.8,colour,yes,no
Dec-29,Van Dijk now the most expensive defender,table,sports,22,1,2,0.7,colour,yes,no
Dec-29,the world at their feet,jumbo figures,sports,24,"1, 2",7,1,colour ,yes,no
Dec-30,nightout turns into nightmare,timeline,accidents,1,1,2.5,0.8,colour,yes,no
Dec-30,"in a first, e-goods made in india pull ahead of imports",line chart,economic,1,1,1,2.2,colour,no,no
Dec-30,Cityweather,icons,weather,2,2,1,1.7,colour,no,no
Dec-30,why eating out means playing with fire,"bar chart, icons, map",accidents,2,"1, 2",5,4,colour,yes,no
Dec-30,readers' verdict,visual depiction of numbers,entertainment,6,2,2,0.5,colour,yes,no
Dec-30,Water bill waiver scheme notice,table,campaign,6,"3, 4",6,1.7,colour,yes,no
Dec-30,You can soon book an ac bus ride on phone,"table, icons",technology,8,1,2,1.8,colour,no,no
Dec-30,32 lives lost in four months,timeline,accidents,10,"1, 2",8,1.8,colour,yes,no
Dec-30,4 shattered families,list,accidents,10,4,2,2,colour,yes,no
Dec-30,illegal washroom turns into a smoky grave,"timeline, process, map",accidents,11,"1, 2",5,6,colour,yes,no
Dec-30,"overall rabi sown area dips, but pulses' on rise",stacked bar chart,environment,16,1,3,1.7,colour,no,no
Dec-30,6 stressed bank get Rs 7.5k cr capital,bar chart,economic,21,2,1,2,colour,no,no
Dec-30,"with 29% growth, indian mkts end 2017 with a bang","area chart, bar chart, bubble chart",economic,22,2,3,3.5,colour,no,no
Dec-30,most banks in breach of min balance norms: study,table,economic,22,1,1,2,b&w,no,no
Dec-30,govt plans a major push for digital initiatives,"bar chart, line chart, icons",economic,22,1,2,2,colour,no,no
Dec-31,Bhansali's padmavati loses 'i' for an eye,list,entertainment,1,2,2,1.8,colour,yes,no
Dec-31,capital's gain and loss,jumbo figures,lifestyle,1,1,1,3.3,colour,no,yes
Dec-31,Cityweather,icons,weather,3,2,1,1.7,colour,no,no
Dec-31,pollution watch,"bar chart, colour",environment,3,3,1,5.8,colour,no,no
Dec-31,"her diesease to affect fingerprint, so she opposes adhaar",jumbo figures,heath,3,4,0.5,0.5,colour,yes,no
Dec-31,Stats show leap in respiratory disease deaths,"jumbo figures, bubble chart, jumbo figures",accidents,4,2,3,2,colour,no,no
Dec-31,"Diesel use drown by 16%, delhi used clean fuel more in 2016","bar chart, icons, table",environment,4,1,2,4.2,colour,no,no
Dec-31,last opportunity to avail benefit of water bill waiver scheme,table,campaign,4,"3, 4",6,1.7,colour,yes,no
Dec-31,citizen reporter,map,public opinion,7,2,4,9,colour,yes,no
Dec-31,"Fog a factor, but human error turning e-ways into kill zones","bar chart, timeline, list",environment,8,"1, 2",4,4.3,colour,yes,no
Dec-31,country's organised sector created 4 lakh jobs in '16-'17,"table, bar chart",development,9,1,2,5,colour,no,no
Dec-31,Virat Kohli: another virat year for captain swag,table,sports,18,3,2,1.2,colour,yes,no
Dec-31,why india can't run much faster in 2018,"bar chart, jumbo figures, line chart",sports,20,"1, 2",6,4.5,colour,no,yes
Dec-31,big and small numbers,"jumbo figures, area chart",development,20,"1, 3, 4",8,6.3,colour,no,yes
Dec-31,above and beyond,"table, jumbo figures",sports,26,"1, 2",8,2.5,colour,yes,no
