Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-22,"Sugar mill's steam pipe bursts, 6 die",jumbo figures,accidents,13,1,1,0.7,colour,yes,no
Dec-22,49.5 lakh people to get applied for GST return,"bar chart, jumbo figures",lifestyle,14,"1, 2",3,1.6,colour,no,yes
Dec-22,Sensex,jumbo figures,sensex,14,1,3,0.7,colour,no,yes
Dec-22,List of defaulters,list,crime,16,4,3,2.7,b&w,no,no
Dec-22,CBI under watch,jumbo figures,judiciary,16,2,1,2,b&w,yes,yes
Dec-22,"Vasundhara happy with Gurjars, 1% MBC reservation awarded","jumbo figures, table",administration,17,"1, 2",2,1.3,colour,no,no
Dec-22,Rewards to be given in 24 languages,table,lifestyle,19,3,2,5.3,colour,yes,no
Dec-23,Air quality,"colour, table",environment,2,2,1,3.3,colour,yes,no
Dec-23,Trains halts on platform no. 4 for Kalkaji,"table, jumbo figures",transport,2,"1, 2",3,2.7,colour,yes,no
Dec-23,Weather report,icons,weather,3,2,2,0.7,colour,no,yes
Dec-23,Random facts about health,jumbo figures,lifestyle,4,1,3,1.3,b&w,no,no
Dec-23,"No hospitals, no clinics only politics ",jumbo figures,politics,4,1,2,3.3,b&w,yes,no
Dec-23,Car safety instruction : Delhi police,list,lifestyle,5,1,2,4,colour,yes,no
Dec-23,Public opinion,pie chart,public opinion,10,3,1,1.3,colour,no,no
Dec-23,Biggest weapon manufacturing companies,bar chart,technology,10,"3, 4",4.5,1.3,b&w,no,yes
Dec-23,Sensex,jumbo figures,sensex,12,1,3,0.7,colour,no,yes
Dec-23,RBI report,list,administration,12,1,1,2,b&w,no,no
Dec-23,Salman Khan on peak : Forbes India,jumbo figures,entertainment,15,3,3,2.7,b&w,yes,no
Dec-23,Non-increment of salary allowance causes sorrow amongst MPs,jumbo figures ,administration,15,2,1,2,colour,yes,no
Dec-23,Rohit slaughters Lankans,"table, jumbo figures",sports,18,"1, 2",4,4,colour,yes,no
Dec-23,Sindhu to play against Saina,jumbo figures ,sports,19,2,2,1.3,colour,yes,no
Dec-23,Weather report,"map, colour",weather,28,4,2,3.3,colour,no,yes
Dec-24,Lalu behind bars : Fodder scam,jumbo figures,crime,1,1,1,2.7,b&w,yes,no
Dec-24,Metro hospital catches fire,jumbo figures,accidents,1,4,1,1.3,b&w,yes,no
Dec-24,AQI sky rockets in Delhi,table,environment,4,2,1,2.7,colour,no,no
Dec-24,Weather report,icons,weather,5,2,2,0.7,colour,no,yes
Dec-24,Air quality,"colour, table",environment,5,2,1,3.3,colour,yes,no
Dec-24,Increasing population creating pressure on housing facilities,table,lifestyle,7,1,1,2.7,b&w,yes,no
Dec-24,Precautions against motorcycle thievery,list,lifestyle,7,4,4,4,colour,no,yes
Dec-24,Public opinion,pie chart,public opinion,12,3,1,1.3,colour,no,no
Dec-24,Football teams having foreign players,bar chart,sports,12,"3, 4",4.5,1.3,b&w,no,yes
Dec-24,Trials in court,bar chart,judiciary,13,"1, 2",8,1.3,colour,no,no
Dec-24,Investigation is correct but problem lies in trials,"stacked bar chart, bar chart",judiciary,13,"1, 2",4,4,colour,no,yes
Dec-24,Public opinion,jumbo figures,public opinion,13,3,1,2,colour,no,yes
Dec-24,Fodder scam,jumbo figures,crime,15,2,2,1.3,colour,no,yes
Dec-24,Fodder scam timeline,timeline,crime,15,"2, 3",1,9.3,colour,no,no
Dec-24,Lalu in trouble for fodder scam,jumbo figures,crime,15,"1, 2",4,0.4,b&w,yes,no
Dec-24,Vijendars consecutive 10th win,list ,sports,18,2,1,3.3,colour,yes,no
Dec-24,Messi dominates Ronaldo in El-Clasico,"table, jumbo figures",sports,18,4,1,6.7,colour,yes,no
Dec-24,Weather report,"map, colour",weather,30,4,2,3.3,colour,no,yes
Dec-25,PM to inagurate magenta line today,jumbo figures,transport,1,"1, 2",2,2,b&w,yes,no
Dec-25,Noida and faridabad to get connected via metro at Kalkaji station,table,transport,2,1,1,1.3,b&w,no,no
Dec-25,Trains to operate on magenta line till mid of next year,list,administration,2,4,1,2,colour,no,yes
Dec-25,Magenta line map,"map, table",transport,3,3,3,3.3,colour,yes,no
Dec-25,Weather report,icons,weather,5,2,2,0.7,colour,no,yes
Dec-25,Air quality,"colour, table",environment,5,2,1,3.3,colour,yes,no
Dec-25,Meal for rs. 10 in Southern and Northern Municipality,list,lifestyle,5,3,1,1.6,colour,no,no
Dec-25,Number of vehicles,table,transport,6,1,1,2.7,colour,no,no
Dec-25,Magenta line map,map,transport,9,"3, 4",4,2,colour,yes,no
Dec-25,Public opinion,pie chart,public opinion,10,3,1,1.3,colour,no,no
Dec-25,Motor bill road to get rough,jumbo figures,transport,13,2,3,1.3,b&w,no,yes
Dec-25,Electric vehicles to get down temperature by 2 degrees in 8 years,jumbo figures,transport,13,4,2,0.7,colour,yes,no
Dec-25,Price of the device which measures water pollution,jumbo figures,technology,13,1,1,0.7,b&w,yes,no
Dec-25,China flies largest amphibious airplane in world ,jumbo figures,transport,13,"3, 4",3,2,colour,yes,no
Dec-25,Weather report,"map, colour",weather,15,4,2,3.3,colour,no,yes
Dec-25,India clean sweeps Sri Lanka,"table, jumbo figures",sports,16,"1, 2",3,8,b&w,yes,no
Dec-25,Manchester City's 17th consecutive win in EPL,jumbo figures,sports,16,3,4,0.7,b&w,yes,no
Dec-26,"2300 women disappeared in the last 7.5 years, whereabouts unknown",table,crime,1,3,1.2,2,b&w,no,no
Dec-26,Weather report,icons,weather,3,2,2,0.7,colour,no,yes
Dec-26,Air quality,"colour, table",environment,3,2,1,3.3,colour,yes,no
Dec-26,30 mins and 20 rs will be saved by magenta line ,table,transport,4,4,1,2,b&w,yes,no
Dec-26,PM's schedule,timeline,lifestyle,4,"1, 4",1,10.7,colour,yes,no
Dec-26,Public opinion,pie chart,public opinion,8,3,1,1.3,colour,no,no
Dec-26,Aluminium made railway coaches to run from Delhi,jumbo figures,transport,12,3,1,0.4,colour,no,no
Dec-26,"Tigers in danger in MP, the once Tiger State","table, jumbo figures",lifestyle,13,"1, 4",1,6.7,colour,yes,no
Dec-26,Stone turned to water,jumbo figures,development,13,4,2,1.1,b&w,yes,yes
Dec-26,Rahul and Rohit at advantage,table,sports,14,1,2,1.6,colour,yes,no
Dec-26,Weather report,"map, colour",weather,20,4,2,3.3,colour,no,yes
Dec-27,Sensex crosses 34k for the first time,jumbo figures,sensex,1,3,1,2,colour,yes,yes
Dec-27,Weather report,icons,weather,3,2,2,0.7,colour,no,yes
Dec-27,Air quality,"colour, table",environment,3,3,1,3.3,colour,yes,no
Dec-27,CPCB warns Delhi of air pollution,table,environment,4,4,1,1.6,colour,no,no
Dec-27,"Security questions asked to several schools, give unclear answers",list,education,4,3,1.5,2.7,colour,no,no
Dec-27,Crime stats,"table, jumbo figures",crime,5,1,2,4,b&w,no,yes
Dec-27,Public opinion,pie chart,public opinion,10,3,1,1.3,colour,no,no
Dec-27,GST tax reduced in November,table ,administration,12,2,2,1.6,colour,no,yes
Dec-27,Sensex,jumbo figures,sensex,12,1,3,0.7,colour,no,yes
Dec-27,Indian economy to get bigger than France and Britian next year,jumbo figures,economic,12,1,1,0.7,colour,no,no
Dec-27,Controversial staff nurse and ANM admitted in Uttar Pradesh,jumbo figures,development,13,2,1,1.6,colour,no,no
Dec-27,Offbeat courses to gain limelight,jumbo figures,education,15,4,2.5,1.3,colour,yes,no
Dec-27,Population of peacocks here beats that of humans,jumbo figures,lifestyle,17,3,1.5,0.4,colour,yes,no
Dec-27,How to win without practice,table,sports,18,"1, 2",3,2.7,colour,yes,no
Dec-27,Ashes series stats,jumbo figures,sports,18,4,1,2.7,b&w,yes,no
Dec-27,"Faf and Steyn out, Makram scores a century","table, jumbo figures",sports,18,"1, 4",3,2.7,colour,no,no
Dec-27,Kane breaks 22 year old record,table,sports,19,3,1,1.3,colour,yes,no
Dec-27,"Conversion fee not paid, 28 shops sealed","table, jumbo figures",lifestyle,22,4,1,2,colour,yes,no
Dec-27,Jagran's solution,list,development,22,1,2,2,b&w,yes,no
Dec-27,Weather report,"map, colour",weather,24,1,2,3.3,colour,no,yes
Dec-27,Benefits of green tea,table,health,24,4,4,2,colour,yes,no
Dec-28,Interest rates of PPF and other small scale saving schemes reduced,bar chart,economic,1,3,1,1.3,b&w,no,no
Dec-28,Electric Vehicles to get subsidy,table,transport,2,4,1,2.7,colour,no,no
Dec-28,12 point draft ready to cope up with pollution,jumbo figures,environment,2,2,0.3,1.3,colour,yes,no
Dec-28,"Action plans made but all failed, air still deadly",table ,environment,2,"1, 2",3,1.3,colour,yes,no
Dec-28,Weather report,icons,weather,3,2,2,0.7,colour,no,yes
Dec-28,Air quality,"colour, table",environment,3,2,1,3.3,colour,yes,no
Dec-28,Searched thoroughly through the website for admissions,"table, list",education,3,"1, 2",2,4,colour,yes,no
Dec-28,Public opinion,pie chart,public opinion,8,3,1,1.3,colour,no,no
Dec-28,Sensex,jumbo figures,sensex,10,1,3,0.7,colour,no,yes
Dec-28,"Sensex falls below 34,000",jumbo figures,sensex,10,1,1,1.3,colour,no,yes
Dec-28,Treasury losses for the Govt may exceed the threshold,jumbo figures,economic,10,1,1,0.4,colour,no,no
Dec-28,Weather report,"map, colour",weather,11,4,2,3.3,colour,no,yes
Dec-28,Batting stats of Indian team against South Africa,table,sports,12,"1, 4",2,9.3,colour,yes,no
Dec-28,SA bowling makes Zimbabwe struggle,jumbo figures,sports,12,4,1,2.7,b&w,no,no
Dec-28,Cook makes Australia struggle,jumbo figures,sports,12,3,1,2,colour,yes,no
Dec-28,Price of vegetables,table,economic,17,2,1,4,colour,no,no
Dec-28,Public vote/ Janmat,pie chart,public opinion,18,"2, 3",1,2.9,colour,no,no
Dec-28,Raen-Basera package at Rs. 30,"jumbo figures, table",lifestyle,18,"1, 2",2,5.3,b&w,no,no
Dec-28,Who executes the responsibility after it has been planned,table,lifestyle,18,3,1,1.3,b&w,no,no
Dec-28,Homeless don't have any knowledge of available help,jumbo figures,lifestyle,18,4,1,1.3,colour,no,no
Dec-29,Weather report,icons,weather,3,2,2,0.7,colour,no,yes
Dec-29,Air quality,"colour, table",environment,3,2,1,3.3,colour,yes,no
Dec-29,Public opinion,pie chart,public opinion,10,3,1,1.3,colour,no,no
Dec-29,Sensex,jumbo figures,sensex,12,1,3,0.7,colour,no,yes
Dec-29,Weather report,"map, colour",weather,15,4,2,3.3,colour,no,yes
Dec-29,Bowler's performance in South Africa,table,sports,16,"1, 4",2,9.3,colour,yes,no
Dec-29,Cook breaks Lara's record with his double century,"table, jumbo figures",sports,16,4,1.5,4,colour,yes,no
Dec-29,Sterling powers City's 18th win,"table, jumbo figures",sports,17,2,2.5,4,colour,yes,no
Dec-30,School asking for caste and income from parents,list,education,2,1,2,4,b&w,yes,no
Dec-30,Delhi AQI,map,environment,4,1,2,2.7,colour,yes,no
Dec-30,Weather report,icons,weather,5,2,2,0.7,colour,no,yes
Dec-30,Air quality,"colour, table",environment,5,2,1,3.3,colour,yes,no
Dec-30,Public opinion,pie chart,public opinion,10,3,1,1.3,colour,no,no
Dec-30,Indians accepting foreign nationality,bar chart,lifestyle,12,"3, 4",4.5,1.3,b&w,no,yes
Dec-30,Sensex,jumbo figures,sensex,12,1,3,0.7,colour,no,yes
Dec-30,E Way will put a tap on GST evasion,list,administration,14,2,1.5,1.3,b&w,yes,no
Dec-30,Banks do not expect much NPA recovery even from the IBC,jumbo figures,economic,14,3,1,0.4,colour,no,yes
Dec-30,International racketeer who had stolen 100 crores caught,jumbo figures,crime,14,4,1,0.4,colour,no,no
Dec-30,China makes first solar expressway,jumbo figures,technology,16,2,2,0.7,colour,yes,no
Dec-30,"Lucknow had taken the oath - ""Freedom is our birth right"" ",jumbo figures,history,16,3,1,1.6,b&w,yes,no
Dec-30,All-rounder Pandya can prove to be X factor,table ,sports,18,"2, 3",3,2.9,colour,yes,no
Dec-30,Price of vegetables,table,economic,23,3,1,4,colour,no,no
Dec-30,Weather report,"map, colour",weather,28,4,2,3.3,colour,no,yes
Dec-31,Weather report,icons,weather,3,2,2,0.7,colour,no,yes
Dec-31,Air quality,"colour, table",environment,3,2,1,3.3,colour,yes,no
Dec-31,Signature bridge makes signal free road till bhopura,"jumbo figures, map",development,3,"1, 2",4,2,colour,yes,no
Dec-31,Notice for flat auctions,"table, list",lifestyle,5,4,4,6.7,colour,no,yes
Dec-31,Public opinion,pie chart,public opinion,8,3,1,1.3,colour,no,no
Dec-31,States having most public money accounts,"bar chart, jumbo figures",economic,8,"3, 4",4.5,1.6,b&w,no,yes
Dec-31,Random cricket stats,table,sports,14,"2, 3",1.5,4.7,colour,yes,no
Dec-31,2017 a wonderful year for sports in India,jumbo figures,sports,14,"3, 4",7,6.7,b&w,yes,no
Dec-31,Price of vegetables,table,economic,17,2,1,3.3,colour,no,no
Dec-31,Despite being injured she battles for medal,jumbo figures,sports,18,"1, 4",2,2.7,colour,yes,no
Dec-31,Fullfilled are the dreams of flying high,jumbo figures,development,18,4,1,1.3,colours,yes,yes
Dec-31,Weather report,"map, colour",weather,22,4,2,3.3,colour,no,yes
Dec-31,Kangana and Nagris will welcome new year ,list,entertainment,2,4,1.5,2.7,colour,yes,no
