Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
30,Pollution level,ring chart,lifestyle,2,2,1,1.7,colour,no,no
30,"Bought 30 plots 15 crores 10 years ago for dispensary, construction not being started yet","map, jumbo figures",lifestyle,2,3,2,2.2,colour,yes,no
30,Almost 50 people lose their lives everyday because of fire,"table, jumbo figures",accidents,6,"2, 3",2,8.9,colour,yes,yes
30,100 soldiers commit sucide every year,Jumbo figures,lifestyle,6,"1, 2",2,1.1,colour,yes,yes
30,"CS branch on the top in IIT, 254 online elections for one seat in delhi",table,education,9,3,1.2,1.7,b&w,no,no
30,Sensex,"icons, colour",sensex,11,"1, 2",8,1.1,colour,no,no
30,"Team India's not just one player, whole team is star","table, jumbo figures",sports,14,"1, 2",3,2.8,colour,yes,no
30,Dhruv's century makes comeback for delhi ,table,sports,14,3,1,1.1,b&w,yes,no
30,"Street lights will light up, cars will get charged and ice will melt",table,technology,15,1,1.2,1.3,colour,yes,no
30,Madhya Pradesh : Important decisions,icons,development,3,"1, 2, 3, 4",8,7.8,colour,yes,no
31,Pollution level,ring chart,lifestyle,2,2,1,1.7,colour,no,no
31,Entry ban in CP from 8 pm to 4 am,"map, jumbo figures",lifestyle,2,"1, 2",2.5,3.3,colour,no,no
31,Pay increases by 10.76% :Delhi,icons,lifestyle,2,2,2,2.2,colour,no,no
31,Invitation for accidents near green park extension market,jumbo figures,accidents,3,1,1,1.7,b&w,yes,no
31,Weavers and traders are worried as shops are closing and loomes sales are increasing,jumbo figures,lifestyle,11,3,1.5,2.2,colour,yes,no
31,Ashes : england played for a draw after 4 years,"jumbo figures, table",sports,14,4,1,2.2,colour,yes,no
31,Gurabani becomes the second bowler to play hatrick in Ranji finals,"jumbo figures, table",sports,14,3,2,1.7,colour,yes,no
31,80% of the new year resolutions break by february,icons,lifestyle,2,1,1.5,4.4,colour,no,no
