Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-24,Delhi Police motorbike-theft awareness,list,campaign,4,3,4,3.5,colour,yes,yes
Dec-24,Lane cutting leading to accidents,"table, jumbo figures",accidents,6,"3, 4",4,1.5,b&w,yes,no
Dec-24,Petrol/diesel prices,table,economic,7,1,2,2,colour,yes,no
Dec-24,"Take advantage of the discounts on car-phone, but wisely",table,economic,13,1,1.5,2,colour,no,yes
Dec-24,Lalu and his fodder scam,"timeline, jumbo figures",judiciary,15,"1, 2",5,3,colour,yes,no
Dec-24,India looking to clean sweep SL,jumbo figures,sports,16,2,1,2,colour,yes,yes
Dec-24,Saba Karim BCCI PM,jumbo figures,sports,16,4,2,1,b&w,no,no
Dec-25,More than half of population of 2-wheeler riders do not wear helmets,jumbo figures,transport,ii,2,1,1,b&w,yes,no
Dec-25,The issue of holding more prisoners in prison than its capacity,table,administration,ii,1,1,0.5,b&w,no,no
Dec-25,More complaints against Air India,jumbo figures,judiciary,ii,3,1,0.5,b&w,yes,no
Dec-25,Jairam wins,timeline,politics,ii,3,1.5,2,b&w,yes,no
Dec-25,Jairam to take over Himachal's responsibility,jumbo figures,politics,1,1,1,0.5,colour,yes,no
Dec-25,Solar energy to generate cheapest electricity in 10 years,jumbo figures,technology,1,"3, 4",2,1,colour,yes,no
Dec-25,Delhi-Gurugram to get relief with Hauz Khas interchange,"jumbo figures, map",transport,3,2,3,2,colour,yes,no
Dec-25,Private schools still asking parents' income even after being prohibited from doing so ,"table, jumbo figures",education,3,"1, 2",1.5,2,colour,no,no
Dec-25,Indian diplomat's phone snatched in Rohini,jumbo figures,crime,3,3,1,1,b&w,no,no
Dec-25,Public Notice: Botanical Garden to Kalkaji Mandir,"list, table, map",transport,3,4,3,4,colour,yes,no
Dec-25,Kidnapper leaves kid on being surrounded and escapes,jumbo figures,crime,4,2,1,1,colour,no,no
Dec-25,Petrol/diesel prices,table,economic,7,1,2,2,colour,yes,no
Dec-25,Water scarcity by 2020 if such conditions prevail,jumbo figures,environment,10,2,1,1,colour,yes,no
Dec-25,Income tax department to strengthen their hold on defaulters,jumbo figures,economic,11,2,2,0.5,colour,no,yes
Dec-25,Big B loses crores in bitcoin investment,jumbo figures,economic,11,1,2,2,colour,yes,no
Dec-25,Botanical garden to Kalkaji Mandir Metro rail line,"map, list",transport,11,"3, 4",5,2,colour,yes,no
Dec-25,"India wins in Mumbai, defeats Sri Lanka",jumbo figures,sports,14,2,1,2,b&w,yes,no
Dec-25,Pro Kushti League: Auctions,jumbo figures,sports,14,4,1,2,b&w,yes,no
Dec-26,Kalbhushan Yadav meets his mother and his wife ,jumbo figures,foreign affairs,1,1,2,0.5,b&w,yes,no
Dec-26,Metro will accelerate growth,jumbo figures,development,1,2,1,1,b&w,yes,no
Dec-26,Schools will have to answer why a child has not been selected for admission,jumbo figures,education,1,4,1,2,b&w,yes,no
Dec-26,Pink line metro can be operational in 6 months,jumbo figures,transport,2,1,1,1,b&w,no,no
Dec-26,11000 people travelled in the metro on the first day,"timeline, jumbo figures",transport,2,"1, 2",1,4,b&w,yes,no
Dec-26,Weather,icons,weather,3,2,2,1,colour,no,no
Dec-26,Virendra running a human trafficking racquet: Swati,jumbo figures,crime,4,2,1,1,colour,yes,no
Dec-26,Petrol/diesel prices,table,economic,7,1,2,2,colour,yes,no
Dec-26,Mutual funds to shine even next year,"jumbo figures, list",economic,11,2,3,1.5,b&w,no,yes
Dec-26,Dhoni at 36 is performing better than 26 year old sportsmen: Ravi Shashtri,jumbo figures,sports,12,2,2,0.5,b&w,yes,no
Dec-26,England face tough challenge ahead ,jumbo figures,sports,12,2,1,2,b&w,yes,no
Dec-26,India's best performance this year; won 37 tournaments,table,sports,12,3,1,1,colour,no,no
Dec-26,Breastfeeding can save 8 lakh infants annually,jumbo figures,health,14,1,1,1.5,colour,no,no
Dec-26,Snow dragon in the ski-festival,jumbo figures,entertainment,14,2,1,1,b&w,yes,no
Dec-26,Use of salad-dressing can prevent dementia,jumbo figures,health,14,2,2,1,colour,yes,no
Dec-27,"India invades POK, kills 4 Pak soldiers",jumbo figures,foreign affairs,1,2,2,0.5,b&w,yes,no
Dec-27,India to become the 5th biggest economy by 2018,jumbo figures,economic,1,3,1.5,1,colour,yes,no
Dec-27,Merchants might get relief from sealing today,jumbo figures,economic,1,1,1,1,colour,no,no
Dec-27,Water rates in Delhi to go up by 20%,jumbo figures,economic,3,2,1,1.5,b&w,yes,no
Dec-27,Weather,icons,weather,3,2,2,1,colour,no,no
Dec-27,Petrol/diesel prices,table,economic,5,1,2,2,colour,yes,no
Dec-27,Nursery schools to start admission process from today,"jumbo figures, timeline",education,5,2,1,3,colour,yes,no
Dec-27,Orphans found on station to be nurtured in Dubai,jumbo figures,lifestyle,6,2,1,1,colour,no,no
Dec-27,Two minors saved from Karaval nagar,jumbo figures,crime,6,2,1,0.5,colour,yes,no
Dec-27,Air quality deteriorates in the Capital once again,table,environment,6,4,1,1,b&w,no,no
Dec-27,Jailed for harassing child,list,judiciary,6,4,1,1,b&w,no,no
Dec-27,It's Virat's time,jumbo figures,sports,11,2,1.5,1.5,colour,yes,no
Dec-27,Rupani takes the oath for the post of CM,jumbo figures,politics,12,2,2,1,colour,yes,no
Dec-27,Sensex,"area chart, icons, table",sensex,13,2,1,8,colour,no,no
Dec-27,New norms to be formed for improving business environment,jumbo figures,economic,13,"1, 2",4,2,b&w,yes,no
Dec-27,States to give explaination for Bitcoin,jumbo figures,economic,13,2,2,0.25,colour,yes,no
Dec-27,Privatisation of Banks is better than fusion of banks,jumbo figures,economic,13,3,1,1,b&w,no,no
Dec-27,Aus dominating after Warner's century,jumbo figures,sports,16,2,1,2,b&w,yes,no
Dec-27,Rohit better than Virat in ODI and T20: Patil ,table,sports,16,3,1,1.5,colour,no,no
Dec-28,Weather,icons,weather,3,2,2,1,colour,no,no
Dec-28,Alji is increasing corruption,list,politics,3,2,2,1.5,b&w,yes,no
Dec-28,27 interchanges to connect all metro lines,jumbo figures,transport,4,2,1,1,colour,yes,no
Dec-28,6 companies give their submission,jumbo figures,economic,6,4,2,1,b&w,no,no
Dec-28,Sensex,"area chart, icons, table",sensex,17,2,1,8,colour,no,no
Dec-28,500 millionares make a 100 billion rupees from shares,jumbo figures,economic,17,"1, 2",4,1,b&w,yes,yes
Dec-28,Loans to be cheaper from next year,jumbo figures,economic,17,1,1,0.5,colour,no,no
Dec-28,Challenge to end the dry era,jumbo figures,sports,18,2,2,1,b&w,yes,no
Dec-28,SA defeats zimbabwe in the 2nd day of the 4 day test,jumbo figures,sports,18,4,1,2,b&w,yes,no
Dec-28,IS helpers caught from UP,jumbo figures,crime,19,2,1,1,b&w,no,yes
Dec-28,Play in tatkal tickets,jumbo figures,crime,19,2,2,3,b&w,yes,no
Dec-28,Easy to get visa for job in Britain,jumbo figures,lifestyle,19,3,1,1,colour,no,no
Dec-29,Loksabha locks on triple talaq,jumbo figures,judiciary,1,2,1,1,b&w,yes,no
Dec-29,Drones affect 15 flights at airport,jumbo figures,transport,1,1,1,1,colour,no,no
Dec-29,India can knock down enemy missile mid-air,"jumbo figures, list",development,1,3,2,1,b&w,yes,no
Dec-29,6 drones reach delhi air port every month,"icons, jumbo figures, map",technology,2,"1, 2",2,2,colour,yes,no
Dec-29,Temperature table,table,environment,2,2,1,1,colour,no,no
Dec-29,Lajpat nagar flyover cracks once again,jumbo figures,development,3,1,1,1,b&w,yes,no
Dec-29,Weather,icons,weather,3,2,2,1,colour,no,no
Dec-29,Petrol/diesel prices,table,economic,3,1,2,2,colour,yes,no
Dec-29,Water bill saving campaign,table,campaign,5,"3, 4",6,1.5,colour,yes,no
Dec-29,Women on target of snatchers,"timeline, jumbo figures",crime,6,1,2,4,b&w,yes,no
Dec-29,Muslim women to fight against 4 marriages,jumbo figures,judiciary,12,1,2,1,b&w,yes,no
Dec-29,Bill is not for scaring anyone: Centre,"jumbo figures, list",administration,13,"1, 2",5,1,b&w,yes,no
Dec-29,Sensex,"area chart, icons, table",sensex,15,2,1,8,colour,no,no
Dec-29,Vegetable prices,table,economic,15,"1, 2",4,1,colour,yes,yes
Dec-29,"From new year, it would be easier to take a loan from the banks",jumbo figures,economic,15,1,1,1,b&w,no,no
Dec-29,Cook bats well to answer for England,"table, jumbo figures",sports,16,"1, 2",3,2,colour,yes,no
Dec-29,Excessive degradation due to throwing waste near sea shore,jumbo figures,environment,17,2,1,1,b&w,yes,no
Dec-30,No sealing till 15th January in Delhi,jumbo figures,administration,1,2,2,0.5,colour,yes,no
Dec-30,Was caught in web of weightloss,jumbo figures,crime,1,3,1.5,1,colour,yes,no
Dec-30,Weather,icons,weather,3,2,2,1,colour,no,no
Dec-30,25 children from Delhi and nearby places were taken to Paris and left there,timeline,crime,3,2,2,1.5,b&w,no,yes
Dec-30,Martyrs kids to be given preference in school admissions,jumbo figures,education,5,2,2,0.5,colour,yes,no
Dec-30,Top 10 collection movies in bollywood in 2017,"bar chart, table",entertainment,11,1,2,1.5,colour,yes,no
Dec-30,Top 10 profitable movies in bollywood in 2017,"bar chart, table",entertainment,11,1,2,1.5,colour,yes,no
Dec-30,Sensex,"area chart, icons, table",sensex,13,2,1,7,colour,no,no
Dec-30,No security for cryptocurrency,jumbo figures,economic,13,2,1,1,b&w,yes,no
Dec-30,Weightloss industry to be valued at 60-70 crores,"list, jumbo figures",health,17,"3, 4",1,2.5,b&w,yes,no
Dec-30,Anand wins in World rapid chess after years,timeline,sports,18,1,2,2,colour,yes,no
Dec-31,"Padmavati to realease after cuts, renamed as Padmavat",jumbo figures,entertainment,1,2,1,0.5,colour,yes,no
Dec-31,Delhi's brilliant students arrested in Drug tafficking,jumbo figures,crime,1,2,2,0.5,b&w,yes,no
Dec-31,Delhiites purchased lot of vehicle thes but brought fuel-consumption down,jumbo figures,economic,1,4,1.5,1.5,b&w,yes,no
Dec-31,Look how safe are you in restaurants,"jumbo figures, timeline",lifestyle,2,"1, 2",1,5.5,colour,yes,no
Dec-31,Safety measures near railway gates,icons,accidents,2,4,4,0.5,colour,no,yes
Dec-31,Weather,icons,weather,3,2,2,1,colour,no,no
Dec-31,Petrol/diesel prices,table,economic,3,1,2,2,colour,yes,no
Dec-31,No vehicles allowed in Connaught place tonight,map,transport,3,2,2,2,colour,no,no
Dec-31,Drug cartel in Delhi NCR,"jumbo figures, table",crime,4,2,3,2,colour,no,yes
Dec-31,Buying a new house may prove profitable this new year,jumbo figures,lifestyle,13,1,2,1.5,colour,no,yes
Dec-31,Rajnish takes hatrick to recreate history after 45 years,"table, jumbo figures",sports,16,2,2,3,b&w,yes,no
Dec-31,Australia wins the 4th test over England due to Captain Smith's not-out century,jumbo figures,sports,16,3,2,0.5,b&w,yes,no
Dec-31,Yuki bhambri ready for his first easy match with Arjun Kadhe,jumbo figures,sports,16,4,1,1,b&w,yes,no
Dec-31,1971 war hero Mig-21 bade farewell to Air-force,jumbo figures,technology,ii,1,2,0.5,colour,yes,no
