Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-23,Weather,icons,weather,3,2,2,1,colour,no,no
Dec-23,Nearly 700 riders break rules every hour,"table, jumbo figures",crime,3,3,2,2.5,colour,yes,no
Dec-23,Magenta line to save money and time,"map, jumbo figures",transport,3,"1, 2",5,2.5,colour,yes,no
Dec-23,Pollution to reduce in 3 days ,jumbo figures,environment,4,1,1,1,colour,yes,no
Dec-23,Take care of your car's security,list,lifestyle,4,3,2,3,colour,yes,no
Dec-23,Petrol/diesel prices,table,economic,9,1,2,2,colour,yes,no
Dec-23,People dying of pollution,jumbo figures ,environment,9,"1, 2",3,0.5,colour,yes,no
Dec-23,Chauhan won't be involved in the Adarsh scam case,timeline,judiciary,11,1,2,3,colour,yes,no
Dec-23,Sensex,"area chart, icons, table",sensex,13,2,1,7,colour,no,no
Dec-23,None of the Govt banks will be shut,jumbo figures,judiciary,17,2,1,1.5,colour,yes,no
Dec-23,TCS makes biggest IT deal,"jumbo figures, list",economic,17,1,2,1.5,colour,no,no
Dec-23,Salman earns more than Shahrukh and Virat,jumbo figures,entertainment,21,"1, 2",2,0.5,b&w,yes,no
Dec-23,Rohit's exceptional performance,jumbo figures,sports,22,2,3,2,b&w,yes,no
Dec-23,Smith better than Virat in test: Warne,jumbo figures,sports,22,4,2,2,b&w,yes,no
Dec-23,Uganda did not pay the Pak cricketers on time,jumbo figures,sports,22,3,1,0.5,b&w,yes,no
Dec-23,Russia threatened by cyber attack,"jumbo figures, icons",foreign affairs,23,2,1,3,colour,yes,no
Dec-23,Betty is the world's oldest air hostess,jumbo figures,lifestyle,24,2,1.5,2,b&w,yes,no
Dec-23,Small town give development a big leap,jumbo figures,development,26,"1, 2, 4",1.5,4,b&w,yes,no
Dec-23,Housing scheme,table,campaign,33,"3, 4",7,2,colour,yes,no
Dec-23,Housing scheme,table,campaign,35,"3, 4",3.5,1.5,colour,yes,no
Dec-23,Developments in the medical field,jumbo figures,health,35,2,1,1,colour,yes,no
Dec-24,Lalu declared guilty,jumbo figures,judiciary,1,1,1,1,b&w,yes,no
Dec-24,School children create biggest 'lungs',jumbo figures,entertainment,1,4,1,1,b&w,yes,no
Dec-24,Major and 3 soldiers die in Pak's shelling,jumbo figures,foreign affairs,1,1,1,0.5,b&w,no,no
Dec-24,Tram to reduce traffic jam in half of delhi,"map, jumbo figures",transport,2,2,3,2,colour,yes,no
Dec-24,Girls escape before raid at Palam ashram ,jumbo figures,crime,4,2,3,0.5,colour,yes,no
