Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
Dec-14,"In final round today, BJP defends narrower leads han in first","map, stacked bar chart, table, jumbo figures, list",politics,8,"1, 3, 4",3,8,colour,yes,no
Dec-14,Coal cases: convictions so far,list,crime,13,"1, 4",1.5,7,colour,yes,no
Dec-14,Gujarat 2017: a turning point?,table,politics,15,2,3,4,colour,no,yes
Dec-14,Price of comodities,icons,economic,19,1,2.5,1,b&w,no,no
Dec-14,Gujarat and Himachal: health of the states,"icons, table, stacked bar chart",politics,19,"3, 4",4,3,b&w,no,no
Dec-14,"Lessons from Karnataka: a temporary cap on approvals, the right ecosystem","line chart, stacked bar chart, bubble chart",education,21,3,3,8,colour,yes,no
Dec-14,"India vs Sri Lanka: 2nd ODI, Mohali",list,sports,26,"1, 4",1.5,12,b&w,yes,no
Dec-14,Break-up of Rohit's 3 doubles: the second half is the better half,jumbo figures,sports,26,"3, 4",7,4,b&w,yes,no
Dec-15,Forecast: BJP to win both states,"icons, table",politics,1,"2, 3",2,2,colour,yes,no
Dec-15,Opinion poll,jumbo figures,public opinion,2,3,1.5,2,colour,no,no
Dec-15,Air quality,"ring chart, colour",environment,3,1,4,1,colour,no,no
Dec-15,43% of class 9th students not promoted to class 10th,table,education,4,2,2,3,colour,yes,no
Dec-15,A teenager's unexplained death in a sensitive Karnataka district ,"map, table, list",crime,6,"1, 4",1.5,6,colour,yes,no
Dec-15,69% turnout in second phase of polling,"map, line chart, ring chart, table",politics,7,4,4,3,colour,yes,no
Dec-15,"On winter session eve, PM seeks Oppn support for simultaneous polls",list,politics,7,4,3,3,b&w,yes,no
Dec-15,Price of comodities,icons,economic,19,1,2.5,1,b&w,no,no
Dec-15,Participation from small towns in equity schemes increasing,table,development,21,4,3,2,b&w,no,no
Dec-15,India's top 10% earned ore than half of national income in 2014,"line chart, table",economic,21,"3, 4",6,3,colour,no,no
Dec-16,Opinion poll,jumbo figures,public opinion,2,2,1.2,2,colour,no,no
Dec-16,Air quality,"ring chart, colour",environment,4,1,4,1.5,colour,no,no
Dec-16,"all changes only on paper: mother of dec 16 rape victim, 5 years on",table,administration,4,1,1,2,colour,yes,no
Dec-16,Nirbhaya fund: how much has been spent,list,administration,4,1,2,2,b&w,no,no
Dec-16,Air this diwali better than last year,table,environment,5,2,2,1.5,b&w,yes ,no
Dec-16,Price of comodities,icons,economic,19,1,2.5,1,b&w,no,no
Dec-16,"Early roll-out of e-way bill, other issues on the table","jumbo figures, table",economic,19,"2, 3",4,3,colour,no,yes
Dec-16,"govt nod to Rs 2600 cr fund for leather, footware sector",list,economic,19,3,1,3,b&w,no,no
Dec-16,"With reviving housebuyer confidence, 2018 might see higher sales",stacked bar chart,economic,21,3,1.2,3,colour,no,no
Dec-17,engineering seatsto come down by nearly one lakh,list,education,4,1,1.3,3,b&w,no,no
Dec-17,"as rahul takes over, women's bill on top agenda",jumbo figures,public opinion,4,4,2.2,1,colour,no,no
Dec-17,preconception and pre-natal sex determination is a criminal offence,table,health,5,"3, 4",6,4,colour,yes,yes
Dec-17,"gold smugglers switch routes, europe on radar",table,crime,8,2,2,2,b&w,no,no
Dec-17,In afrazul's wake,"map, table",lifestyle,13,3,2.5,3,colour,yes,no
Dec-17,the wait,map,lifestyle,14,2,1.5,4,colour,yes,no
Dec-17,gunner comes to four,table,sports,26,2,1.3,2,b&w,yes,no
Dec-18,nation watches gujarat today,table,politics,1,2,2,2,b&w,yes,no
Dec-18,public opinion,jumbo figures,public opinion,2,3,1.25,1.5,colour,no,no
Dec-18,The long con,"jumbo figures, timeline",crime,6,"1, 2, 3, 4",8,1.2,colour,yes,no
Dec-18,"In 5 gujarat villages hit by floods, turnout crosses 90%",table,lifestyle,11,4,1.2,3,colour,yes,no
Dec-18,The big two,ring chart,politics,11,"1, 4",1.2,5,colour,yes,no
Dec-18,"For farmers, the next big idea","line chart, stacked bar chart",development,13,"1, 2",4,4,colour,yes,no
Dec-18,"in heavily invested state, market boom could be key today","bar chart, table",economic,14,1,1.3,7,colour,no,no
Dec-18,greenmin wants district bodies' role clearly defined,jumbo figures,technology,20,3,4,3.5,colour,no,yes
Dec-18,starc's ball of the century,process,sports,21,2,2.5,6,colour,no,yes
Dec-19,The results,"table, jumbo figures",politics,1,"1, 2",8,1.5,colour,no,no
