Date,News,Type of visualizaton,Content it is depicting,page no.(location),quadrant,width (columns),height (inch),colour/ b&w(treatment),photograph,illustration
13,Sindhu and Srikant eyeing the Dubai championship,jumbo figures,sports,17,3,1.5,0.6,colour,yes,no
14,Rohit strikes third double century,jumbo figures,sports,1,2,1,0.6,colour,yes,no
14,Today's temperature,icons,weather,2,2,1.5,1.1,colour,no,no
14,Air pollution in Delhi,table,environment,2,1,1,1.7,b&w,yes,no
14,Delhi police self-defense campaign,table,campaign,3,4,4,3.3,colour,yes,no
14,Job alert,jumbo figures,lifestyle,6,"2, 3",2,3.3,colour,no,yes
14,Consumption of cement in India,bar chart,development,10,3,2.5,2.2,b&w,yes,no
14,Sensex,icons,sensex,11,"1, 2",6,0.6,b&w,no,no
14,Politicians and scandals,table,politics,12,"1, 4",2,1.7,colour,yes,no
14,Online poll,bar chart,public opinion,13,3,1.5,2.2,colour,no,no
14,The road around the China border to be double laned,jumbo figures,foreign affairs,13,3,1,1.1,colour,yes,no
14,Rohit shines in Mohali,"jumbo figures, table",sports,15,"1, 2",4,6.7,colour,yes,no
14,England vs Australia: Third Ashes test match,jumbo figures,sports,15,3,1,0.6,colour,yes,no
15,Gujarat exit polls results: BJP victorious,"jumbo figures, table",politics,1,"1, 2",3,2.8,colour,yes,no
15,INS Kalvari to increase Navy's power,jumbo figures,technology,1,1,1.2,0.3,colour,yes,no
15,Today's temperature,icons,weather,2,2,1.5,1.1,colour,no,no
15,Next three days to be cold in Delhi,table,weather,5,2,1,1.1,b&w,no,no
15,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
15,Housing scheme for BPL families in Haryana,"table, map",development,9,4,3,8.9,colour,yes,yes
15,Most searched words on Google,bar chart,development,10,3,2.5,2.2,b&w,yes,no
15,Sensex,icons,sensex,11,"1, 2",6,0.6,b&w,no,no
15,1.6 crore miscarriages every year,jumbo figures,health,14,4,1.2,1.1,b&w,yes,no
15,First indegineous submarine in Indian Ocean,jumbo figures,technology,15,1,3.5,1.1,colour,yes,no
15,Online poll,bar chart,public opinion,15,3,1.5,1.7,colour,no,no
15,Manchester city bags 15th win in EPL,jumbo figures,sports,17,3,1,1.1,colour,yes,no
16,Today's temperature,"icons, jumbo figures",weather,3,2,1.5,1.1,colour,no,no
16,Transport director,"map, table",transport,5,"3, 4",5,7.8,colour,no,no
16,Job alert,jumbo figures,lifestyle,8,"2, 3",2,3.3,colour,no,yes
16,Candidates will get 9 attempts in NEET exam,table,education,8,1,1.5,1.7,colour,no,no
16,GST Notice for restaurants,table,economic,9,"1, 2",4.5,3.3,colour,no,yes
16,Sensex,icons,sensex,13,"1, 2",6,0.6,b&w,no,no
16,Online poll,bar chart,public opinion,19,3,1.5,1.7,colour,no,no
16,68.41% people voted in gujarat,jumbo figures,public opinion,19,2,0.5,0.6,colour,yes,yes
16,Jadega strikes 6 Sixes in one over,jumbo figures,sports,21,2,1,1.7,colour,yes,no
16,Sindhu makes a winning hattrick in dubai,jumbo figures,sports,21,1,1,0.6,colour,yes,no
16,Runs to rain again,jumbo figures,sports,21,1,1.5,1.7,b&w,yes,no
16,direct help of the players preparing for olympics is ceased,jumbo figures,sports,21,3,1.5,0.6,colour,yes,no
17,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
17,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
17,Modi is taking the country to the middle age,"bar chart, jumbo figures",politics,13,1,2,2.8,colour,yes,no
17,Long route trains will now have cctv cameras installed,jumbo figures,development,14,2,1,1.1,colour,yes,no
17,Online poll,bar chart,politics,14,3,1.5,1.7,colour,no,no
17,Cricket match with Sri Lanka today,jumbo figures,sports,15,"1, 2",1.5,2.8,colour,yes,no
17,"Smith's second century, Australia on lead",jumbo figures,sports,15,3,1,1.7,colour,yes,no
18,Team India wins 13th series consecutively,"table, jumbo figures",sports,1,1,2,1.1,colour,yes,no
18,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
18,OHE issues won't stop Metro on the blue line,timeline,transport,2,3,2,1.1,colour,yes,no
18,Buses cannot complete 5000 trips,jumbo figures,transport,2,2,0.5,1.7,colour,yes,no
18,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
18,Decreasing rate of punishment,bar chart,judiciary,10,3,2.5,2.2,b&w,yes,no
18,Congress occupies all three municipalities in punjab,table,politics,13,4,1.5,0.6,b&w,yes,no
18,Online poll,bar chart,politics,13,3,1.5,1.7,colour,no,no
18,kuldeep's wonder and dhawan's blast,"jumbo figures, table, list",sports,15,"1, 2",4,4.4,colour,yes,no
18,PV sindhu fails to make a record in dubai,jumbo figures,sports,15,4,1,1.7,colour,yes,no
19,Saved home and snatched himachal,"ring chart, map, jumbo figures",politics,1,"1, 2, 4",5,3.3,colour,yes,no
19,Magenta line' first section as a gift on the occasion of christmas,jumbo figures,development,1,4,1,0.6,colour,yes,no
19,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
19,New metro route will be gifted to South Delhi on 25th,"map, jumbo figures, timeline",transport,6,2,3,4.4,colour,no,yes
19,Job alert,jumbo figures,lifestyle,8,"2, 3",2,3.3,colour,no,yes
19,GATE 18 schedule is out,table,education,8,1,2,2.2,b&w,no,no
19,Finlands tops in drinking coffee,bar chart,foreign affairs,10,3,2.5,2.8,b&w,yes,no
19,BJP's development causes market to fall,"line chart, jumbo figures, timeline",sensex,11,"1, 2",5,2.8,b&w,no,no
19,Sensex,icons,sensex,11,"1, 2",6,0.6,b&w,no,no
19,Yogi focuses on village poor people and infrastructure,table,development,13,1,3.5,2.2,b&w,yes,no
19,Online poll,bar chart,politics,14,3,1.5,1.7,colour,no,no
19,"Snacks shop catches fire in mumbai,12 dead",jumbo figures,accidents,14,4,0.5,1.1,colour,yes,no
19,Rahane's form not a matter of worry : Ganguly,jumbo figures,sports,17,1,1,0.6,colour,yes,no
19,Australia wins Ashes series,jumbo figures,sports,17,3,1,1.1,colour,yes,no
19,Ranji trophy semifinals,jumbo figures,sports,17,4,0.3,0.3,b&w,yes,no
19,barcelona wins against Deportiva by 4-0,jumbo figures,sports,17,"3, 4",0.4,0.4,colour,yes,no
19,Brazil's champion Kaka says goodbye to football,jumbo figures,sports,17,4,1,1.1,colour,yes,no
19,"Opposing GST causes no impact, BJP wins",jumbo figures,politics,18,4,1,2.8,colour,yes,no
19,BJP's challanges increase,"ring chart, bar chart",politics,i,"1, 4",1,11.1,colour,yes,no
20,Driverless metro crashes into a wall on Magenta line,jumbo figures,transport,1,1,1,0.6,colour,yes,no
20,How can river ganga get clean when 2133 crores is not spent yet,jumbo figures,environment,1,4,0.5,1.7,colour,yes,no
20,Today's temperature,"icons, jumbo figures",weather,2,2,1.5,1.1,colour,no,no
20,Job alert,jumbo figures,lifestyle,7,"2, 3",2,3.3,colour,no,yes
20,Parliament's smallest winter session,bar chart,politics,10,3,2.5,2.2,b&w,yes,no
20,Sensex,icons,sensex,11,"1, 2",6,0.6,b&w,no,no
20,"T.V, mobile, LED and microwave rates to be increased",table,administration,11,"1, 2",1.5,1.1,b&w,yes,no
20,Snowfall to make new records in Leh,table,environment,12,4,1,1.1,colour,yes,no
20,Online poll,bar chart,politics,13,3,1.5,1.7,colour,no,no
20,challenge for India to keep up the winning,"jumbo figures, icons, list",sports,15,"1, 2",4.5,2.2,colour,yes,no
20,Delhi enters finals after defeating bengal,jumbo figures,sports,15,3,0.4,0.4,b&w,yes,no
